condition,seed,eta,aulc,final_reward
conventional_rstdp,1000,0.001,0.056666666666666664,0.05
conventional_rstdp,1001,0.001,0.056666666666666664,0.05
conventional_rstdp,1002,0.001,0.06333333333333334,0.09
conventional_rstdp,1003,0.001,0.056666666666666664,0.06
conventional_rstdp,1004,0.001,0.07333333333333333,0.08
conventional_rstdp,1005,0.001,0.07666666666666666,0.08
conventional_rstdp,1006,0.001,0.06,0.06
conventional_rstdp,1007,0.001,0.06,0.04
conventional_rstdp,1008,0.001,0.03333333333333333,0.04
conventional_rstdp,1009,0.001,0.06333333333333334,0.05
conventional_rstdp,1010,0.001,0.07,0.1
conventional_rstdp,1011,0.001,0.06666666666666667,0.06
conventional_rstdp,1012,0.001,0.08,0.08
conventional_rstdp,1013,0.001,0.05,0.04
conventional_rstdp,1014,0.001,0.06333333333333334,0.09
conventional_rstdp,1015,0.001,0.06,0.06
conventional_rstdp,1016,0.001,0.06666666666666667,0.1
conventional_rstdp,1017,0.001,0.08333333333333333,0.09
conventional_rstdp,1018,0.001,0.056666666666666664,0.05
conventional_rstdp,1019,0.001,0.07333333333333333,0.09
conventional_rstdp,1000,0.01,0.03333333333333333,0.0
conventional_rstdp,1001,0.01,0.03,0.04
conventional_rstdp,1002,0.01,0.016666666666666666,0.01
conventional_rstdp,1003,0.01,0.016666666666666666,0.0
conventional_rstdp,1004,0.01,0.056666666666666664,0.09
conventional_rstdp,1005,0.01,0.03,0.03
conventional_rstdp,1006,0.01,0.07333333333333333,0.02
conventional_rstdp,1007,0.01,0.10666666666666667,0.09
conventional_rstdp,1008,0.01,0.013333333333333334,0.01
conventional_rstdp,1009,0.01,0.07666666666666666,0.05
conventional_rstdp,1010,0.01,0.11333333333333333,0.1
conventional_rstdp,1011,0.01,0.05,0.01
conventional_rstdp,1012,0.01,0.01,0.01
conventional_rstdp,1013,0.01,0.013333333333333334,0.01
conventional_rstdp,1014,0.01,0.013333333333333334,0.01
conventional_rstdp,1015,0.01,0.06,0.03
conventional_rstdp,1016,0.01,0.04666666666666667,0.03
conventional_rstdp,1017,0.01,0.05333333333333334,0.0
conventional_rstdp,1018,0.01,0.016666666666666666,0.02
conventional_rstdp,1019,0.01,0.04666666666666667,0.05
conventional_rstdp,1000,0.03,0.023333333333333334,0.01
conventional_rstdp,1001,0.03,0.013333333333333334,0.01
conventional_rstdp,1002,0.03,0.06,0.04
conventional_rstdp,1003,0.03,0.01,0.0
conventional_rstdp,1004,0.03,0.03,0.0
conventional_rstdp,1005,0.03,0.023333333333333334,0.0
conventional_rstdp,1006,0.03,0.02,0.0
conventional_rstdp,1007,0.03,0.01,0.02
conventional_rstdp,1008,0.03,0.11,0.1
conventional_rstdp,1009,0.03,0.06666666666666667,0.02
conventional_rstdp,1010,0.03,0.03,0.01
conventional_rstdp,1011,0.03,0.06,0.14
conventional_rstdp,1012,0.03,0.016666666666666666,0.01
conventional_rstdp,1013,0.03,0.01,0.01
conventional_rstdp,1014,0.03,0.023333333333333334,0.02
conventional_rstdp,1015,0.03,0.0033333333333333335,0.0
conventional_rstdp,1016,0.03,0.06,0.02
conventional_rstdp,1017,0.03,0.09333333333333334,0.11
conventional_rstdp,1018,0.03,0.013333333333333334,0.01
conventional_rstdp,1019,0.03,0.016666666666666666,0.0
conventional_rstdp,1000,0.1,0.043333333333333335,0.01
conventional_rstdp,1001,0.1,0.06666666666666667,0.07
conventional_rstdp,1002,0.1,0.006666666666666667,0.0
conventional_rstdp,1003,0.1,0.013333333333333334,0.01
conventional_rstdp,1004,0.1,0.01,0.0
conventional_rstdp,1005,0.1,0.05,0.06
conventional_rstdp,1006,0.1,0.03666666666666667,0.05
conventional_rstdp,1007,0.1,0.016666666666666666,0.01
conventional_rstdp,1008,0.1,0.01,0.0
conventional_rstdp,1009,0.1,0.02666666666666667,0.0
conventional_rstdp,1010,0.1,0.006666666666666667,0.0
conventional_rstdp,1011,0.1,0.03333333333333333,0.0
conventional_rstdp,1012,0.1,0.01,0.0
conventional_rstdp,1013,0.1,0.01,0.02
conventional_rstdp,1014,0.1,0.05333333333333334,0.04
conventional_rstdp,1015,0.1,0.01,0.0
conventional_rstdp,1016,0.1,0.04,0.01
conventional_rstdp,1017,0.1,0.05,0.09
conventional_rstdp,1018,0.1,0.02666666666666667,0.0
conventional_rstdp,1019,0.1,0.05333333333333334,0.05
conventional_rstdp,1000,0.3,0.05,0.04
conventional_rstdp,1001,0.3,0.043333333333333335,0.04
conventional_rstdp,1002,0.3,0.05333333333333334,0.03
conventional_rstdp,1003,0.3,0.0,0.0
conventional_rstdp,1004,0.3,0.04,0.04
conventional_rstdp,1005,0.3,0.016666666666666666,0.01
conventional_rstdp,1006,0.3,0.05333333333333334,0.05
conventional_rstdp,1007,0.3,0.06,0.06
conventional_rstdp,1008,0.3,0.04,0.03
conventional_rstdp,1009,0.3,0.04666666666666667,0.02
conventional_rstdp,1010,0.3,0.03,0.0
conventional_rstdp,1011,0.3,0.05,0.04
conventional_rstdp,1012,0.3,0.03,0.01
conventional_rstdp,1013,0.3,0.03666666666666667,0.01
conventional_rstdp,1014,0.3,0.023333333333333334,0.0
conventional_rstdp,1015,0.3,0.03666666666666667,0.03
conventional_rstdp,1016,0.3,0.056666666666666664,0.03
conventional_rstdp,1017,0.3,0.04,0.05
conventional_rstdp,1018,0.3,0.03333333333333333,0.02
conventional_rstdp,1019,0.3,0.03,0.0
conventional_rstdp,1000,1.0,0.09666666666666666,0.07
conventional_rstdp,1001,1.0,0.03,0.0
conventional_rstdp,1002,1.0,0.07333333333333333,0.09
conventional_rstdp,1003,1.0,0.0,0.0
conventional_rstdp,1004,1.0,0.04666666666666667,0.08
conventional_rstdp,1005,1.0,0.056666666666666664,0.03
conventional_rstdp,1006,1.0,0.0,0.0
conventional_rstdp,1007,1.0,0.06,0.05
conventional_rstdp,1008,1.0,0.043333333333333335,0.02
conventional_rstdp,1009,1.0,0.0033333333333333335,0.0
conventional_rstdp,1010,1.0,0.016666666666666666,0.0
conventional_rstdp,1011,1.0,0.05,0.03
conventional_rstdp,1012,1.0,0.0,0.0
conventional_rstdp,1013,1.0,0.0,0.0
conventional_rstdp,1014,1.0,0.0033333333333333335,0.0
conventional_rstdp,1015,1.0,0.03333333333333333,0.02
conventional_rstdp,1016,1.0,0.05333333333333334,0.05
conventional_rstdp,1017,1.0,0.06666666666666667,0.05
conventional_rstdp,1018,1.0,0.056666666666666664,0.03
conventional_rstdp,1019,1.0,0.0,0.0
conventional_rstdp,1000,3.0,0.02,0.0
conventional_rstdp,1001,3.0,0.056666666666666664,0.06
conventional_rstdp,1002,3.0,0.0,0.0
conventional_rstdp,1003,3.0,0.013333333333333334,0.0
conventional_rstdp,1004,3.0,0.013333333333333334,0.0
conventional_rstdp,1005,3.0,0.0,0.0
conventional_rstdp,1006,3.0,0.05,0.03
conventional_rstdp,1007,3.0,0.006666666666666667,0.0
conventional_rstdp,1008,3.0,0.013333333333333334,0.0
conventional_rstdp,1009,3.0,0.0,0.0
conventional_rstdp,1010,3.0,0.0,0.0
conventional_rstdp,1011,3.0,0.07666666666666666,0.06
conventional_rstdp,1012,3.0,0.07666666666666666,0.06
conventional_rstdp,1013,3.0,0.06666666666666667,0.04
conventional_rstdp,1014,3.0,0.0,0.0
conventional_rstdp,1015,3.0,0.043333333333333335,0.05
conventional_rstdp,1016,3.0,0.05333333333333334,0.06
conventional_rstdp,1017,3.0,0.06666666666666667,0.07
conventional_rstdp,1018,3.0,0.006666666666666667,0.0
conventional_rstdp,1019,3.0,0.0,0.0
conventional_rstdp,1000,10.0,0.07333333333333333,0.07
conventional_rstdp,1001,10.0,0.03666666666666667,0.04
conventional_rstdp,1002,10.0,0.0,0.0
conventional_rstdp,1003,10.0,0.10666666666666667,0.1
conventional_rstdp,1004,10.0,0.06333333333333334,0.05
conventional_rstdp,1005,10.0,0.0,0.0
conventional_rstdp,1006,10.0,0.03,0.0
conventional_rstdp,1007,10.0,0.07666666666666666,0.09
conventional_rstdp,1008,10.0,0.07333333333333333,0.07
conventional_rstdp,1009,10.0,0.02,0.0
conventional_rstdp,1010,10.0,0.07,0.07
conventional_rstdp,1011,10.0,0.07,0.06
conventional_rstdp,1012,10.0,0.07333333333333333,0.1
conventional_rstdp,1013,10.0,0.04,0.03
conventional_rstdp,1014,10.0,0.07,0.11
conventional_rstdp,1015,10.0,0.08,0.09
conventional_rstdp,1016,10.0,0.05333333333333334,0.06
conventional_rstdp,1017,10.0,0.08,0.08
conventional_rstdp,1018,10.0,0.06,0.07
conventional_rstdp,1019,10.0,0.05,0.09
conventional_rstdp,1000,100.0,0.09333333333333334,0.09
conventional_rstdp,1001,100.0,0.06,0.08
conventional_rstdp,1002,100.0,0.0,0.0
conventional_rstdp,1003,100.0,0.07333333333333333,0.09
conventional_rstdp,1004,100.0,0.08,0.1
conventional_rstdp,1005,100.0,0.0,0.0
conventional_rstdp,1006,100.0,0.04666666666666667,0.05
conventional_rstdp,1007,100.0,0.07666666666666666,0.09
conventional_rstdp,1008,100.0,0.04666666666666667,0.0
conventional_rstdp,1009,100.0,0.03666666666666667,0.0
conventional_rstdp,1010,100.0,0.07,0.05
conventional_rstdp,1011,100.0,0.06333333333333334,0.06
conventional_rstdp,1012,100.0,0.07,0.07
conventional_rstdp,1013,100.0,0.06666666666666667,0.08
conventional_rstdp,1014,100.0,0.03333333333333333,0.02
conventional_rstdp,1015,100.0,0.0,0.0
conventional_rstdp,1016,100.0,0.05333333333333334,0.06
conventional_rstdp,1017,100.0,0.07333333333333333,0.05
conventional_rstdp,1018,100.0,0.056666666666666664,0.03
conventional_rstdp,1019,100.0,0.0,0.0
shallow_eprop,1000,0.0001,0.07666666666666666,0.08
shallow_eprop,1001,0.0001,0.06666666666666667,0.05
shallow_eprop,1002,0.0001,0.07666666666666666,0.1
shallow_eprop,1003,0.0001,0.05,0.02
shallow_eprop,1004,0.0001,0.06666666666666667,0.08
shallow_eprop,1005,0.0001,0.06666666666666667,0.1
shallow_eprop,1006,0.0001,0.05,0.06
shallow_eprop,1007,0.0001,0.09,0.1
shallow_eprop,1008,0.0001,0.06333333333333334,0.06
shallow_eprop,1009,0.0001,0.056666666666666664,0.09
shallow_eprop,1010,0.0001,0.06333333333333334,0.09
shallow_eprop,1011,0.0001,0.06,0.05
shallow_eprop,1012,0.0001,0.056666666666666664,0.04
shallow_eprop,1013,0.0001,0.07,0.05
shallow_eprop,1014,0.0001,0.09,0.1
shallow_eprop,1015,0.0001,0.07,0.09
shallow_eprop,1016,0.0001,0.08,0.09
shallow_eprop,1017,0.0001,0.10666666666666667,0.14
shallow_eprop,1018,0.0001,0.07333333333333333,0.06
shallow_eprop,1019,0.0001,0.09,0.12
shallow_eprop,1000,0.001,0.45666666666666667,0.8
shallow_eprop,1001,0.001,0.3933333333333333,0.77
shallow_eprop,1002,0.001,0.6133333333333333,0.87
shallow_eprop,1003,0.001,0.42333333333333334,0.79
shallow_eprop,1004,0.001,0.3333333333333333,0.69
shallow_eprop,1005,0.001,0.3233333333333333,0.66
shallow_eprop,1006,0.001,0.4033333333333333,0.81
shallow_eprop,1007,0.001,0.42333333333333334,0.77
shallow_eprop,1008,0.001,0.57,0.9
shallow_eprop,1009,0.001,0.39666666666666667,0.78
shallow_eprop,1010,0.001,0.44666666666666666,0.78
shallow_eprop,1011,0.001,0.57,0.86
shallow_eprop,1012,0.001,0.6,0.87
shallow_eprop,1013,0.001,0.5333333333333333,0.89
shallow_eprop,1014,0.001,0.48333333333333334,0.85
shallow_eprop,1015,0.001,0.5033333333333333,0.89
shallow_eprop,1016,0.001,0.49333333333333335,0.81
shallow_eprop,1017,0.001,0.6033333333333334,0.88
shallow_eprop,1018,0.001,0.49333333333333335,0.85
shallow_eprop,1019,0.001,0.38,0.71
shallow_eprop,1000,0.01,0.8666666666666667,0.99
shallow_eprop,1001,0.01,0.91,1.0
shallow_eprop,1002,0.01,0.88,0.99
shallow_eprop,1003,0.01,0.9366666666666666,1.0
shallow_eprop,1004,0.01,0.8133333333333334,0.99
shallow_eprop,1005,0.01,0.9333333333333333,0.99
shallow_eprop,1006,0.01,0.9433333333333334,1.0
shallow_eprop,1007,0.01,0.9266666666666666,0.99
shallow_eprop,1008,0.01,0.8,1.0
shallow_eprop,1009,0.01,0.8466666666666667,1.0
shallow_eprop,1010,0.01,0.95,1.0
shallow_eprop,1011,0.01,0.93,0.99
shallow_eprop,1012,0.01,0.9366666666666666,0.99
shallow_eprop,1013,0.01,0.9666666666666667,1.0
shallow_eprop,1014,0.01,0.7866666666666666,0.99
shallow_eprop,1015,0.01,0.9233333333333333,0.99
shallow_eprop,1016,0.01,0.9266666666666666,0.99
shallow_eprop,1017,0.01,0.9333333333333333,0.99
shallow_eprop,1018,0.01,0.8766666666666667,1.0
shallow_eprop,1019,0.01,0.73,0.99
shallow_eprop,1000,0.03,0.0,0.0
shallow_eprop,1001,0.03,0.94,0.98
shallow_eprop,1002,0.03,0.0,0.0
shallow_eprop,1003,0.03,0.9633333333333334,0.99
shallow_eprop,1004,0.03,0.9533333333333334,1.0
shallow_eprop,1005,0.03,0.97,0.99
shallow_eprop,1006,0.03,0.89,1.0
shallow_eprop,1007,0.03,0.76,1.0
shallow_eprop,1008,0.03,0.8833333333333333,1.0
shallow_eprop,1009,0.03,0.0,0.0
shallow_eprop,1010,0.03,0.9633333333333334,1.0
shallow_eprop,1011,0.03,0.9733333333333334,1.0
shallow_eprop,1012,0.03,0.9766666666666667,0.99
shallow_eprop,1013,0.03,0.97,0.99
shallow_eprop,1014,0.03,0.9333333333333333,0.99
shallow_eprop,1015,0.03,0.8066666666666666,1.0
shallow_eprop,1016,0.03,0.95,0.99
shallow_eprop,1017,0.03,0.8933333333333333,0.99
shallow_eprop,1018,0.03,0.96,1.0
shallow_eprop,1019,0.03,0.9666666666666667,1.0
shallow_eprop,1000,0.1,0.0,0.0
shallow_eprop,1001,0.1,0.0,0.0
shallow_eprop,1002,0.1,0.0,0.0
shallow_eprop,1003,0.1,0.0,0.0
shallow_eprop,1004,0.1,0.0,0.0
shallow_eprop,1005,0.1,0.9866666666666667,1.0
shallow_eprop,1006,0.1,0.0,0.0
shallow_eprop,1007,0.1,0.91,1.0
shallow_eprop,1008,0.1,0.9866666666666667,1.0
shallow_eprop,1009,0.1,0.0,0.0
shallow_eprop,1010,0.1,0.9866666666666667,1.0
shallow_eprop,1011,0.1,0.9933333333333333,1.0
shallow_eprop,1012,0.1,0.9866666666666667,1.0
shallow_eprop,1013,0.1,0.9866666666666667,1.0
shallow_eprop,1014,0.1,0.0,0.0
shallow_eprop,1015,0.1,0.0,0.0
shallow_eprop,1016,0.1,0.0,0.0
shallow_eprop,1017,0.1,0.0,0.0
shallow_eprop,1018,0.1,0.57,1.0
shallow_eprop,1019,0.1,0.9866666666666667,1.0
shallow_eprop,1000,0.3,0.0,0.0
shallow_eprop,1001,0.3,0.0,0.0
shallow_eprop,1002,0.3,0.9633333333333334,1.0
shallow_eprop,1003,0.3,0.0,0.0
shallow_eprop,1004,0.3,0.0,0.0
shallow_eprop,1005,0.3,0.99,1.0
shallow_eprop,1006,0.3,0.0,0.0
shallow_eprop,1007,0.3,0.0,0.0
shallow_eprop,1008,0.3,0.0,0.0
shallow_eprop,1009,0.3,0.0,0.0
shallow_eprop,1010,0.3,0.0,0.0
shallow_eprop,1011,0.3,0.9933333333333333,1.0
shallow_eprop,1012,0.3,0.99,1.0
shallow_eprop,1013,0.3,0.0,0.0
shallow_eprop,1014,0.3,0.0,0.0
shallow_eprop,1015,0.3,0.0,0.0
shallow_eprop,1016,0.3,0.0,0.0
shallow_eprop,1017,0.3,0.0,0.0
shallow_eprop,1018,0.3,0.0,0.0
shallow_eprop,1019,0.3,0.99,1.0
shallow_eprop,1000,1.0,0.0,0.0
shallow_eprop,1001,1.0,0.0,0.0
shallow_eprop,1002,1.0,0.9966666666666667,1.0
shallow_eprop,1003,1.0,0.0,0.0
shallow_eprop,1004,1.0,0.0,0.0
shallow_eprop,1005,1.0,0.99,1.0
shallow_eprop,1006,1.0,0.0,0.0
shallow_eprop,1007,1.0,0.0,0.0
shallow_eprop,1008,1.0,0.0,0.0
shallow_eprop,1009,1.0,0.0,0.0
shallow_eprop,1010,1.0,0.0,0.0
shallow_eprop,1011,1.0,0.9933333333333333,1.0
shallow_eprop,1012,1.0,0.99,1.0
shallow_eprop,1013,1.0,0.0,0.0
shallow_eprop,1014,1.0,0.9866666666666667,1.0
shallow_eprop,1015,1.0,0.0,0.0
shallow_eprop,1016,1.0,0.0,0.0
shallow_eprop,1017,1.0,0.0,0.0
shallow_eprop,1018,1.0,0.0,0.0
shallow_eprop,1019,1.0,0.99,1.0
shallow_eprop,1000,3.0,0.0,0.0
shallow_eprop,1001,3.0,0.0,0.0
shallow_eprop,1002,3.0,0.9933333333333333,1.0
shallow_eprop,1003,3.0,0.0,0.0
shallow_eprop,1004,3.0,0.0,0.0
shallow_eprop,1005,3.0,0.99,1.0
shallow_eprop,1006,3.0,0.0,0.0
shallow_eprop,1007,3.0,0.0,0.0
shallow_eprop,1008,3.0,0.0,0.0
shallow_eprop,1009,3.0,0.0,0.0
shallow_eprop,1010,3.0,0.0,0.0
shallow_eprop,1011,3.0,0.9933333333333333,1.0
shallow_eprop,1012,3.0,0.99,1.0
shallow_eprop,1013,3.0,0.0,0.0
shallow_eprop,1014,3.0,0.9866666666666667,1.0
shallow_eprop,1015,3.0,0.0,0.0
shallow_eprop,1016,3.0,0.0,0.0
shallow_eprop,1017,3.0,0.0,0.0
shallow_eprop,1018,3.0,0.0,0.0
shallow_eprop,1019,3.0,0.99,1.0
shallow_eprop,1000,10.0,0.0,0.0
shallow_eprop,1001,10.0,0.0,0.0
shallow_eprop,1002,10.0,0.9933333333333333,1.0
shallow_eprop,1003,10.0,0.0,0.0
shallow_eprop,1004,10.0,0.0,0.0
shallow_eprop,1005,10.0,0.99,1.0
shallow_eprop,1006,10.0,0.0,0.0
shallow_eprop,1007,10.0,0.0,0.0
shallow_eprop,1008,10.0,0.0,0.0
shallow_eprop,1009,10.0,0.0,0.0
shallow_eprop,1010,10.0,0.0,0.0
shallow_eprop,1011,10.0,0.9933333333333333,1.0
shallow_eprop,1012,10.0,0.99,1.0
shallow_eprop,1013,10.0,0.0,0.0
shallow_eprop,1014,10.0,0.9866666666666667,1.0
shallow_eprop,1015,10.0,0.0,0.0
shallow_eprop,1016,10.0,0.0,0.0
shallow_eprop,1017,10.0,0.0,0.0
shallow_eprop,1018,10.0,0.0,0.0
shallow_eprop,1019,10.0,0.99,1.0
shallow_eprop,1000,100.0,0.0,0.0
shallow_eprop,1001,100.0,0.0,0.0
shallow_eprop,1002,100.0,0.9933333333333333,1.0
shallow_eprop,1003,100.0,0.0,0.0
shallow_eprop,1004,100.0,0.0,0.0
shallow_eprop,1005,100.0,0.99,1.0
shallow_eprop,1006,100.0,0.0,0.0
shallow_eprop,1007,100.0,0.0,0.0
shallow_eprop,1008,100.0,0.0,0.0
shallow_eprop,1009,100.0,0.0,0.0
shallow_eprop,1010,100.0,0.0,0.0
shallow_eprop,1011,100.0,0.9933333333333333,1.0
shallow_eprop,1012,100.0,0.99,1.0
shallow_eprop,1013,100.0,0.0,0.0
shallow_eprop,1014,100.0,0.9866666666666667,1.0
shallow_eprop,1015,100.0,0.0,0.0
shallow_eprop,1016,100.0,0.0,0.0
shallow_eprop,1017,100.0,0.0,0.0
shallow_eprop,1018,100.0,0.0,0.0
shallow_eprop,1019,100.0,0.99,1.0
device_unsigned,1000,0.0001,0.06,0.06
device_unsigned,1001,0.0001,0.043333333333333335,0.04
device_unsigned,1002,0.0001,0.06,0.08
device_unsigned,1003,0.0001,0.04666666666666667,0.05
device_unsigned,1004,0.0001,0.11333333333333333,0.11
device_unsigned,1005,0.0001,0.07666666666666666,0.08
device_unsigned,1006,0.0001,0.043333333333333335,0.06
device_unsigned,1007,0.0001,0.06666666666666667,0.09
device_unsigned,1008,0.0001,0.09,0.09
device_unsigned,1009,0.0001,0.03666666666666667,0.02
device_unsigned,1010,0.0001,0.05333333333333334,0.07
device_unsigned,1011,0.0001,0.06333333333333334,0.05
device_unsigned,1012,0.0001,0.07333333333333333,0.08
device_unsigned,1013,0.0001,0.07666666666666666,0.06
device_unsigned,1014,0.0001,0.08,0.04
device_unsigned,1015,0.0001,0.04666666666666667,0.03
device_unsigned,1016,0.0001,0.07333333333333333,0.07
device_unsigned,1017,0.0001,0.05333333333333334,0.03
device_unsigned,1018,0.0001,0.03,0.01
device_unsigned,1019,0.0001,0.07333333333333333,0.09
device_unsigned,1000,0.001,0.056666666666666664,0.07
device_unsigned,1001,0.001,0.08333333333333333,0.07
device_unsigned,1002,0.001,0.06,0.08
device_unsigned,1003,0.001,0.03666666666666667,0.05
device_unsigned,1004,0.001,0.08333333333333333,0.05
device_unsigned,1005,0.001,0.06,0.07
device_unsigned,1006,0.001,0.07,0.08
device_unsigned,1007,0.001,0.06333333333333334,0.08
device_unsigned,1008,0.001,0.07,0.11
device_unsigned,1009,0.001,0.07666666666666666,0.1
device_unsigned,1010,0.001,0.07333333333333333,0.05
device_unsigned,1011,0.001,0.05333333333333334,0.05
device_unsigned,1012,0.001,0.07666666666666666,0.07
device_unsigned,1013,0.001,0.06,0.07
device_unsigned,1014,0.001,0.09,0.06
device_unsigned,1015,0.001,0.03666666666666667,0.02
device_unsigned,1016,0.001,0.07,0.05
device_unsigned,1017,0.001,0.056666666666666664,0.05
device_unsigned,1018,0.001,0.07,0.04
device_unsigned,1019,0.001,0.06,0.04
device_unsigned,1000,0.01,0.04666666666666667,0.1
device_unsigned,1001,0.01,0.07666666666666666,0.07
device_unsigned,1002,0.01,0.06333333333333334,0.03
device_unsigned,1003,0.01,0.07,0.07
device_unsigned,1004,0.01,0.056666666666666664,0.08
device_unsigned,1005,0.01,0.05333333333333334,0.05
device_unsigned,1006,0.01,0.06,0.05
device_unsigned,1007,0.01,0.06666666666666667,0.05
device_unsigned,1008,0.01,0.06,0.05
device_unsigned,1009,0.01,0.06666666666666667,0.09
device_unsigned,1010,0.01,0.04666666666666667,0.03
device_unsigned,1011,0.01,0.07666666666666666,0.06
device_unsigned,1012,0.01,0.07666666666666666,0.06
device_unsigned,1013,0.01,0.06666666666666667,0.04
device_unsigned,1014,0.01,0.07,0.08
device_unsigned,1015,0.01,0.06333333333333334,0.06
device_unsigned,1016,0.01,0.05333333333333334,0.03
device_unsigned,1017,0.01,0.06666666666666667,0.06
device_unsigned,1018,0.01,0.08,0.1
device_unsigned,1019,0.01,0.05333333333333334,0.03
device_unsigned,1000,0.03,0.07,0.06
device_unsigned,1001,0.03,0.06333333333333334,0.11
device_unsigned,1002,0.03,0.05333333333333334,0.04
device_unsigned,1003,0.03,0.06666666666666667,0.05
device_unsigned,1004,0.03,0.06666666666666667,0.04
device_unsigned,1005,0.03,0.07,0.05
device_unsigned,1006,0.03,0.07,0.04
device_unsigned,1007,0.03,0.043333333333333335,0.01
device_unsigned,1008,0.03,0.07666666666666666,0.05
device_unsigned,1009,0.03,0.056666666666666664,0.06
device_unsigned,1010,0.03,0.07666666666666666,0.08
device_unsigned,1011,0.03,0.04666666666666667,0.03
device_unsigned,1012,0.03,0.06,0.0
device_unsigned,1013,0.03,0.05,0.03
device_unsigned,1014,0.03,0.07,0.1
device_unsigned,1015,0.03,0.07,0.09
device_unsigned,1016,0.03,0.04666666666666667,0.03
device_unsigned,1017,0.03,0.07,0.06
device_unsigned,1018,0.03,0.07,0.07
device_unsigned,1019,0.03,0.08,0.08
device_unsigned,1000,0.1,0.07,0.11
device_unsigned,1001,0.1,0.06,0.06
device_unsigned,1002,0.1,0.06,0.04
device_unsigned,1003,0.1,0.05333333333333334,0.06
device_unsigned,1004,0.1,0.08,0.08
device_unsigned,1005,0.1,0.043333333333333335,0.05
device_unsigned,1006,0.1,0.08333333333333333,0.06
device_unsigned,1007,0.1,0.06666666666666667,0.09
device_unsigned,1008,0.1,0.056666666666666664,0.06
device_unsigned,1009,0.1,0.04,0.03
device_unsigned,1010,0.1,0.03333333333333333,0.04
device_unsigned,1011,0.1,0.05,0.05
device_unsigned,1012,0.1,0.056666666666666664,0.08
device_unsigned,1013,0.1,0.08,0.08
device_unsigned,1014,0.1,0.043333333333333335,0.03
device_unsigned,1015,0.1,0.07,0.05
device_unsigned,1016,0.1,0.05333333333333334,0.04
device_unsigned,1017,0.1,0.08,0.08
device_unsigned,1018,0.1,0.04666666666666667,0.04
device_unsigned,1019,0.1,0.06666666666666667,0.06
device_unsigned,1000,0.3,0.08333333333333333,0.07
device_unsigned,1001,0.3,0.07666666666666666,0.1
device_unsigned,1002,0.3,0.09,0.08
device_unsigned,1003,0.3,0.06333333333333334,0.04
device_unsigned,1004,0.3,0.06,0.06
device_unsigned,1005,0.3,0.09,0.11
device_unsigned,1006,0.3,0.06,0.03
device_unsigned,1007,0.3,0.07666666666666666,0.09
device_unsigned,1008,0.3,0.07333333333333333,0.04
device_unsigned,1009,0.3,0.06333333333333334,0.07
device_unsigned,1010,0.3,0.05333333333333334,0.02
device_unsigned,1011,0.3,0.07333333333333333,0.05
device_unsigned,1012,0.3,0.05333333333333334,0.07
device_unsigned,1013,0.3,0.06,0.08
device_unsigned,1014,0.3,0.06,0.02
device_unsigned,1015,0.3,0.06666666666666667,0.06
device_unsigned,1016,0.3,0.06,0.08
device_unsigned,1017,0.3,0.05333333333333334,0.05
device_unsigned,1018,0.3,0.03333333333333333,0.04
device_unsigned,1019,0.3,0.06666666666666667,0.06
device_unsigned,1000,1.0,0.09666666666666666,0.09
device_unsigned,1001,1.0,0.04666666666666667,0.04
device_unsigned,1002,1.0,0.03666666666666667,0.05
device_unsigned,1003,1.0,0.07,0.07
device_unsigned,1004,1.0,0.06666666666666667,0.09
device_unsigned,1005,1.0,0.05,0.05
device_unsigned,1006,1.0,0.07,0.08
device_unsigned,1007,1.0,0.08666666666666667,0.11
device_unsigned,1008,1.0,0.07666666666666666,0.08
device_unsigned,1009,1.0,0.06,0.09
device_unsigned,1010,1.0,0.056666666666666664,0.04
device_unsigned,1011,1.0,0.05,0.06
device_unsigned,1012,1.0,0.056666666666666664,0.07
device_unsigned,1013,1.0,0.08333333333333333,0.1
device_unsigned,1014,1.0,0.06666666666666667,0.1
device_unsigned,1015,1.0,0.04666666666666667,0.04
device_unsigned,1016,1.0,0.09666666666666666,0.08
device_unsigned,1017,1.0,0.07,0.06
device_unsigned,1018,1.0,0.056666666666666664,0.04
device_unsigned,1019,1.0,0.08,0.07
device_unsigned,1000,3.0,0.05,0.05
device_unsigned,1001,3.0,0.07,0.06
device_unsigned,1002,3.0,0.06333333333333334,0.07
device_unsigned,1003,3.0,0.08,0.07
device_unsigned,1004,3.0,0.07666666666666666,0.06
device_unsigned,1005,3.0,0.05333333333333334,0.04
device_unsigned,1006,3.0,0.04666666666666667,0.04
device_unsigned,1007,3.0,0.056666666666666664,0.04
device_unsigned,1008,3.0,0.05333333333333334,0.09
device_unsigned,1009,3.0,0.06,0.05
device_unsigned,1010,3.0,0.08333333333333333,0.09
device_unsigned,1011,3.0,0.043333333333333335,0.03
device_unsigned,1012,3.0,0.04666666666666667,0.04
device_unsigned,1013,3.0,0.07666666666666666,0.09
device_unsigned,1014,3.0,0.056666666666666664,0.05
device_unsigned,1015,3.0,0.02,0.02
device_unsigned,1016,3.0,0.08,0.07
device_unsigned,1017,3.0,0.056666666666666664,0.06
device_unsigned,1018,3.0,0.07333333333333333,0.08
device_unsigned,1019,3.0,0.07,0.06
device_unsigned,1000,10.0,0.05,0.03
device_unsigned,1001,10.0,0.07333333333333333,0.07
device_unsigned,1002,10.0,0.06666666666666667,0.07
device_unsigned,1003,10.0,0.07,0.09
